"PUBLICATION_DATE","UID","SITE_ID","DATE_COL","VISIT_NO","PSTL_CODE","LAT_DD83","LON_DD83","AG_ECO3","AG_ECO9","XCOORD","YCOORD","UNIQUE_ID","ELEVATION","STRAH_ORD","NARS_NAME","EPA_REG","STATE","YEAR","COMID","PROTOCOL","BANGMODE","XBKA","MEDBK_A","XUN","MEDBKUN","LTEST","LRBS_TST","LDMB_BW5","LRBS_BW5","LDCBF_G08","LRBS_G08","XCDENMID","XCDENBK","XSHOR2VG","PCT_OVRB","CONSTRAINT","CONFEATURES","CONPATTERN","CONPERCENT","PCT_FA","PCT_GL","PCT_POOL","PCT_DR","PCT_FAST","PCT_SLOW","XWIDTH","SDWIDTH","XBKF_W","XBKF_H","XINC_H","SDINC_H","BFWD_RAT","XWXD","XWD_RAT","SDWXD","SDWD_RAT","XDEPTH","SDDEPTH","XDEPTH_CM","SDDEPTH_CM","XFC_ALG","XFC_RCK","XFC_BRS","XFC_LVT","XFC_AQM","XFC_OHV","XFC_HUM","XFC_UCB","XFC_LWD","XFC_NAT","XFC_BIG","XFC_ALL","PCT_SIDE","REACHLEN","W1_HAG","W1_HNOAG","W1_HALL","W1H_BLDG","W1H_LDFL","W1H_LOG","W1H_MINE","W1H_PARK","W1H_PSTR","W1H_PVMT","W1H_PIPE","W1H_ROAD","W1H_CROP","W1H_WALL","C1TM100","C1WM100","C2TM100","C2WM100","C4TM100","C4WM100","V1WM100","V1W_MSQ","V2WM100","V2W_MSQ","V4WM100","V4W_MSQ","RPXDEP","RPMXDEP","RPGT50","RPGT75","RPXDEP_CM","RPMXDEP_CM","RP100","PCAN_C","PCAN_D","PCAN_E","PCAN_M","PCAN_N","XCL","XCS","XMW","XMH","XGW","XGH","XGB","XC","XM","XCMW","XCM","XG","XCMGW","XCMG","XPCAN","XPMID","XPMGW","XPCM","XPCMG","PCTCLINOMETER","SINU","XBEARING","XSLOPE","XSLOPE_FIELD","XSLOPE_MAP","LSUB_DMM","LSUBD_SD","LSUB_DMM_NOR","PCT_BL","PCT_CB","PCT_FN","PCT_GC","PCT_GF","PCT_HP","PCT_OT","PCT_OM","PCT_RC","PCT_RR","PCT_RS","PCT_SA","PCT_SB","PCT_WD","PCT_XB","PCT_BIGR","PCT_BDRK","PCT_SAFN","PCT_SFGF","PCT_ORG","PCT_BH","PCT_GR","XEMBED","XCEMBED","REALM","SURVEY_YRS","XSLOPE_use","LRBS_use","RP100_cm","PCT_SFG","XGveg","LWDeqVol_msq","LWDeqVolM100","pct_DRS","LitSB1_FN","LitSB1_SF","LitSB1_SFGF","LitSB12_FN","LitSB12_SF","QRVeg1","QRVeg2","RDIST1","QRDIST1","QR1","CVdth","RpRat","CVWIDTH","CVWXD"
"3/24/2021",2013207,"NRS18_PA_10032","8/8/2018","1","PA",41.68346542,-78.45547253,"EHIGH","NAP",1441638.678,602164.5284,"NRS_PA-10113",600.51,1,"Brewer Run","Region_03","PA",2018,8974046,"WADEABLE","",36.54545455,32.5,0.045454545,0,1.165858581,-0.956433688,1.46493512,-1.255510227,1.316531757,-1.107106864,59.49197861,61.76470588,NA,NA,"CON_VSHAPED","HILLSLOPE","SINGLE",100,0,50,33.33333333,0,16.66666667,83.33333333,1.983333333,1.125647962,2.595454545,0.273636364,0.613636364,0.091462859,7.811267729,0.294125,27.17289816,0.288405502,45.03751202,16.52,9.353404434,16.52,9.353404434,0.1475,0.036363636,0.040909091,0.2025,0,0.045454545,0,0.031818182,0.045454545,0.4025,0.113636364,0.55,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8.666666667,0.666666667,0,0,0,0.502666667,0.001936719,0,0,0,0,12.54032804,35.669,0,0,12.54032804,35.669,10.60457271,0.227272727,0.136363636,0,0,0.636363636,0.130681818,0,0.202272727,0.497727273,0.077272727,0.5875,0.052272727,0.130681818,0.7,0.332954545,0.830681818,0.664772727,0.410227273,1.495454545,0.363636364,1,1,0.363636364,0.363636364,0,1.588453638,100.6675173,1.294666667,1.294666667,NA,0.209424893,1.497934853,0.209424893,0.952380952,18.0952381,19.04761905,11.42857143,19.04761905,0,0,0,0,0,0,26.66666667,0.952380952,4.761904762,0,30.47619048,0,45.71428571,64.76190476,4.761904762,0,30.47619048,79.63636364,72.72727273,"WADEABLE",1819,1.294666667,-1.107106864,10.60457271,76.19047619,0.664772727,0,0,NA,NA,NA,NA,NA,NA,0.284602273,0.655882353,0,1,0.571506845,0.566186709,0.641923288,0.567553594,0.980554193
"3/24/2021",2013208,"NRS18_VT_10018","8/9/2018","1","VT",44.56353755,-72.56501577,"EHIGH","NAP",1838561.055,1018189.908,"NRS_VT-10145",197.05,4,"Lamoille River","Region_01","VT",2018,4586458,"WADEABLE","",21.86363636,18.5,0,0,0.527171352,0.638892233,0.766626495,0.39943709,0.863705656,0.302357929,2.807486631,53.20855615,NA,NA,"CON_BROAD","HUMAN","SINGLE",100,0,81,0,0,19,81,29.19047619,4.915476046,30.95454545,0.540909091,2.545454545,0.651711035,31.57620791,13.30454545,64.35526418,6.251209961,46.12404938,52.27,21.5072715,52.27,21.5072715,0,0.118181818,0.004545455,0.004545455,0.004545455,0.018181818,0,0,0,0.145454545,0.118181818,0.15,0,920,0.356072727,1.27275,1.628822727,0,0.590909091,0,0,0,0.098486364,0,0.090909091,0.454568182,0.257586364,0.136363636,0,0,0,0,0,0,0,0,0,0,0,0,18.43279567,76.0785,2,1,18.43279567,76.0785,15.63994784,0,0.454545455,0,0.318181818,0.227272727,0.1625,0.234090909,0.159090909,0.180681818,0.140909091,0.696590909,0.086363636,0.396590909,0.339772727,0.555681818,0.736363636,0.8375,0.696590909,1.573863636,0.772727273,1,1,0.772727273,0.772727273,0,1.009694133,276.4057934,0.094021739,0.094021739,NA,1.166063585,1.40209348,1.166063585,7.619047619,30.47619048,9.523809524,28.57142857,9.523809524,0,0.952380952,0,0,0,0,10.47619048,6.666666667,2.857142857,0.952380952,66.66666667,0,20,29.52380952,2.857142857,0,38.09523809,55.81818182,55.15151515,"WADEABLE",1819,0.094021739,0.302357929,15.63994784,58.09523809,0.8375,0,0,NA,NA,NA,NA,NA,NA,0.413465909,0.578877005,0.619601585,0.380398416,0.449871245,0.411464923,0.299214613,0.168393144,0.469855207
"3/24/2021",2013209,"NRS18_RI_10006","8/9/2018","1","RI",41.39469232,-71.84151595,"EHIGH","NAP",1983125,689824.7,"NRS_RI-10046",4.81,5,"Pawcatuck River","Region_01","RI",2018,6140940,"BOATABLE","stp",NA,NA,NA,NA,0.251214068,1.11177787,0.363664269,0.999327669,0.492350536,0.870641401,NA,65.50802139,0,0,"CON_BROAD","TERRACE","SINGLE",75,0,98.33333333,0,0,1.666666667,98.33333333,33.22727273,7.467809707,30.66363636,0.3,1.081818182,0.528333572,42.19357867,17.59,70.56393765,4.787664706,41.29501387,0.622666667,0.179320535,62.26666667,17.93205352,0.081818182,0.036363636,0.118181818,0.009090909,0.452272727,0.090909091,0.004545455,0,0.063636364,0.318181818,0.104545455,0.856818182,4.166666667,1637.044005,0,1.075772727,1.075772727,0.121218182,0.439395455,0,0,0.090909091,0,0.106063636,0,0.181822727,0,0.136363636,2.727272727,1.818181818,0.454545455,0,0,0,1.903636364,0.001903636,0,0,0,0,0.162585207,0.71972238,3,0,16.2585207,71.972238,11.21709828,0,0.909090909,0,0,0.090909091,0.595454545,0.034090909,0.736363636,0.167045455,0.510227273,0.209090909,0.117045455,0.629545455,0.903409091,1.365909091,1.532954545,0.719318182,1.876136364,2.252272727,0.909090909,1,1,0.909090909,0.909090909,0,NA,NA,0.041808817,NA,0.041808817,1.362991937,0.769580962,NA,0,42.5,0,NA,NA,NA,0.833333333,NA,NA,NA,NA,9.166666667,NA,NA,NA,NA,NA,9.166666667,NA,NA,0,47.5,NA,NA,"BOATABLE",1819,0.041808817,0.870641401,11.21709828,56.66666667,0.719318182,0.001903636,7.403636364,0,0,18.18181818,27.27272727,4.545454546,13.63636364,0.944261364,0.689572193,0.518251692,0.481748309,0.679460247,0.287988011,0.180146118,0.224749403,0.272181052
"3/24/2021",2013210,"NRS18_VT_10009","8/7/2018","1","VT",44.92641794,-72.08737253,"EHIGH","NAP",1865188.162,1066654.678,"NRS_VT-10136",299.12,2,"Orcutt Brook","Region_01","VT",2018,4599757,"WADEABLE","",52.31818182,42.5,0.07,0,0.942822874,-1.347821622,1.060753306,-1.465752054,1.017212233,-1.422210982,80.34759358,86.89839572,NA,NA,"UNC_BROAD","HILLSLOPE","SINGLE",10,0,78.52348993,9.395973154,0,12.08053691,87.91946309,2.157142857,0.757344986,3.627272727,0.254545455,0.7,0.256904652,8.632312481,0.39968,8.812485347,0.338257634,7.825018379,23.84666667,14.25686537,23.84666667,14.25686537,0,0,0.165909091,0.040909091,0,0.111363636,0,0.081818182,0.093181818,0.493181818,0.175,0.493181818,10.59602649,150,0.33335,0.598495455,0.931845455,0.121218182,0.340909091,0,0,0,0.33335,0.075759091,0,0.060609091,0,0,34.66666667,22,15.33333333,11.33333333,0.666666667,0.666666667,6.748,0.018603509,6.129333333,0.016897911,1.940666667,0.005350209,16.01349923,59.91666667,2,0,16.01349923,59.91666667,14.29392884,0.772727273,0,0,0,0.227272727,0.1375,0.156818182,0.257954545,0.092857143,0.248863636,0.526136364,0.120454545,0.294318182,0.346590909,0.552272727,0.640909091,0.775,0.801136364,1.415909091,0.772727273,0.954545455,0.863636364,0.727272727,0.727272727,0,1.934919488,278.0724681,0.536666667,0.536666667,NA,-0.404998748,1.249543593,-0.489847192,0,0,24.76190476,0,31.42857143,1.904761905,0.952380952,0,0,0,0,37.14285714,0,3.80952381,0,0,0,61.9047619,93.33333333,3.80952381,1.904761905,31.42857143,79.09090909,75.75757576,"WADEABLE",1819,0.536666667,-1.422210982,14.29392884,93.33333333,0.775,0.016897911,6.129333333,NA,NA,NA,NA,NA,NA,0.460511364,0.882085562,0.482360249,0.517639751,0.594647451,0.597855691,0.599409932,0.35108708,0.846321142
"3/24/2021",2013211,"NRS18_VT_10012","8/7/2018","1","VT",44.94365739,-72.04422356,"EHIGH","NAP",1868003.715,1069360.324,"NRS_VT-10139",406.57,2,"Orcutt Brook","Region_01","VT",2018,4599757,"WADEABLE","",51.09090909,39,0.107142857,0,1.283891036,-1.8279984,1.385597742,-1.929705105,1.378489756,-1.922597119,53.48837209,85.99439776,NA,NA,"UNC_NARROW","HILLSLOPE","SINGLE",10,0,63.33333333,14,0,22.66666667,77.33333333,1.725,0.509772911,2.409090909,0.249090909,0.590909091,0.131943514,5.86446487,0.317631579,10.80579751,0.168952725,5.194044785,19.67333333,11.7436241,19.67333333,11.7436241,0.013636364,0,0.343181818,0.129545455,0.113636364,0.195454545,0,0.077272727,0.320454545,1.065909091,0.397727273,1.193181818,23.8410596,150,0,0.272727273,0.272727273,0,0.272727273,0,0,0,0,0,0,0,0,0,70,44.66666667,28.66666667,20.66666667,0,0,9.185333333,0.038127799,7.793333333,0.032349686,0,0,13.85938685,55.75666667,1,0,13.85938685,55.75666667,12.09208249,0.318181818,0.045454545,0,0.181818182,0.454545455,0.020454545,0.082954545,0.206818182,0.289772727,0.390909091,0.668181818,0.004545455,0.103409091,0.496590909,0.310227273,0.6,1.059090909,0.701136364,1.659090909,0.545454545,1,1,0.545454545,0.545454545,0,1.127763276,249.8365348,1.426666667,1.426666667,NA,-0.544107364,1.212467746,-0.544107364,0.952380952,1.904761905,27.61904762,0.952380952,22.85714286,0,0,0,0,0,0,39.04761905,0.952380952,6.666666667,0,3.80952381,0,66.66666667,89.52380952,6.666666667,0,23.80952381,80,75.32258065,"WADEABLE",1819,1.426666667,-1.922597119,12.09208249,90.47619047,1.059090909,0.032349686,7.793333333,NA,NA,NA,NA,NA,NA,0.415511364,0.87394958,0.214285715,0.785714286,0.658331513,0.596931079,0.614643299,0.295520528,0.53191413
"3/24/2021",2013212,"NRS18_AR_10014","8/9/2018","1","AR",35.56232577,-93.28855047,"EHIGH","SAP",243604.1,-213577,"NRS_AR-10205",183.31,4,"Little Piney Creek","Region_06","AR",2018,7765651,"WADEABLE","",17.68181818,18.5,0.017391304,0,1.088047965,0.634255097,NA,NA,NA,NA,11.32352941,63.63636364,NA,NA,"CON_BROAD","TERRACE","SINGLE",90,0,25,55,0,17,80,19.66666667,7.818780809,37.63636364,0.845454545,2.090909091,0.742232505,28.39702848,9.327333333,56.05589628,7.52821594,43.04241406,51.7,30.56903372,51.7,30.56903372,0.0625,0.066666667,0.05,0.054166667,0.160416667,0.129166667,0,0.020833333,0.004166667,0.325,0.091666667,0.547916667,3.260869565,1200,0.2777875,0.5416875,0.819475,0.194454167,0.138891667,0,0,0.097225,0.2777875,0,0,0.111116667,0,0,0.083333333,0,0.083333333,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.041666667,0.666666667,0,0.166666667,0.125,0.06875,0.108333333,0.264583333,0.030434783,0.089583333,0.26875,0.566666667,0.177083333,0.29375,0.441666667,0.470833333,0.358333333,0.53125,0.829166667,0.875,0.833333333,0.791666667,0.833333333,0.833333333,0,1.178988684,139.844305,0.345833333,0.345833333,NA,1.722303062,1.277548313,1.456434119,10.47619048,23.80952381,1.904761905,21.9047619,13.33333333,0,0,0,0,5.714285714,4.761904762,8.571428571,8.571428571,0.952380952,1.904761905,66.66666667,10.47619048,10.47619048,23.80952381,0.952380952,10.47619048,35.23809523,24.60784314,14.66666667,"WADEABLE",1819,0.345833333,0.117762531,NA,45.71428571,0.358333333,0,0,NA,NA,NA,NA,NA,NA,0.3390625,0.672727273,0.45039091,0.549609091,0.50048481,0.591277248,NA,0.397565126,0.807113424
"3/24/2021",2013213,"NRS18_IL_10037","8/9/2018","1","IL",37.26199019,-88.51406065,"EHIGH","SAP",656972.2154,-783.8851938,"NRS_IL-10131",99.36,5,"Bay Creek","Region_05","IL",2018,11869498,"BOATABLE","stp",NA,NA,NA,NA,0.789685984,-2.900610359,0.623733582,-2.734657957,0.551186138,-2.662110513,NA,65.77540107,0.363636364,0,"CON_BROAD","TERRACE","SINGLE",100,0,100,0,0,0,100,125.9090909,76.3537223,128.0454545,0.427272727,0.881818182,0.14012981,40.85721744,383.487168,47.07062842,198.1053197,46.07051458,3.19786,1.269095865,319.786,126.9095865,0,0.004545455,0.068181818,0.013636364,0,0.045454545,0,0.004545455,0.177272727,0.313636364,0.186363636,0.313636364,0,3322.210097,0.030304545,0.4394,0.469704545,0.030304545,0.280304545,0,0,0,0,0,0.068181818,0.060609091,0.030304545,0,5,4.545454545,0.454545455,0,0.454545455,0,4.759090909,0.004759091,0,0,0,0,1.575080009,4.141671369,4,4,157.5080009,414.1671369,143.335177,0,1,0,0,0,0.386363636,0.3375,0.697727273,0.031818182,0.468181818,0.430681818,0.131818182,0.723863636,0.729545455,1.421590909,1.453409091,0.898863636,1.889772727,2.352272727,1,1,1,1,1,0,NA,NA,0.028127813,NA,0.028127813,-2.110924375,0,NA,0,0,100,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,100,NA,NA,0,0,NA,NA,"BOATABLE",1819,0.028127813,-2.662110513,143.335177,100,0.898863636,0.004759091,23.79818182,0,100,100,100,95.45454546,95.45454546,0.950397727,0.69197861,0.319591136,0.680408864,0.764873018,0.396857857,0.448222177,0.606419455,0.516589175
"3/24/2021",2013214,"NRS18_PA_10019","8/9/2018","1","PA",41.02334786,-78.90571919,"EHIGH","SAP",1418267,522720.8,"NRS_PA-10103",417.77,2,"Big Run","Region_03","PA",2018,4737583,"WADEABLE","",35.86363636,25,0,0,1.041198078,-1.07305359,1.389815761,-1.421671274,1.420823642,-1.452679155,74.59893048,88.77005348,NA,NA,"CON_BROAD","TERRACE","SINGLE",100,0,48,31.33333333,0,20.66666667,79.33333333,3.364285714,1.071025543,4.766363636,0.505454545,0.827272727,0.237069227,6.708488571,0.946305,14.72285274,0.60370189,7.122329758,27.36,14.48826417,27.36,14.48826417,0,0,0.175,0.081818182,0,0.145454545,0,0,0.313636364,0.715909091,0.313636364,0.715909091,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.33333333,20.66666667,8,6,0,0,4.166,0.008740416,3.315333333,0.006955687,0,0,16.79097484,60.66666667,1,0,16.79097484,60.66666667,15.10060825,0.090909091,0.590909091,0,0,0.318181818,0.1375,0.018181818,0.486363636,0.190909091,0.122727273,0.328409091,0.161363636,0.155681818,0.677272727,0.642045455,0.832954545,0.451136364,0.764772727,1.284090909,0.681818182,1,1,0.681818182,0.681818182,0,1.481016601,150.2612859,0.586666667,0.586666667,NA,-0.031855512,1.816285848,-0.322965551,0,0,30.47619048,30.47619048,1.904761905,6.666666667,1.904761905,0,0,0,0,23.80952381,0,4.761904762,0,30.47619048,0,54.28571429,56.19047619,4.761904762,6.666666667,32.38095239,82,82.72727273,"WADEABLE",1819,0.586666667,-1.452679155,15.10060825,86.66666667,0.451136364,0.006955687,3.315333333,NA,NA,NA,NA,NA,NA,0.444147727,0.898930481,0,1,0.736350383,0.529541819,0.551922816,0.318351542,0.637956991
"3/24/2021",2013215,"NRS18_WI_10046","8/8/2018","1","WI",45.02691857,-88.97934453,"PLNLOW","UMW",552104.9292,862332.6737,"NRS_WI-10194",377.29,3,"Red River","Region_05","WI",2018,9027229,"WADEABLE","",14.63227273,12.4,NA,NA,1.146492617,-1.280600568,1.343062926,-1.477170877,1.453102129,-1.58721008,51.06951872,100,NA,NA,"UNC_NARROW","HILLSLOPE","SINGLE",50,0,50,0,0,50,50,26.24761905,4.423530157,26.54545455,0.3125,0.4,0,40.98542498,11.2626,67.28622204,3.054464281,23.22815833,39.61,12.31152453,39.61,12.31152453,0.040909091,0.118181818,0.05,0.054545455,0.277272727,0.05,0,0.031818182,0.027272727,0.331818182,0.177272727,0.65,8.910891089,920,0.121213636,0.181818182,0.303031818,0,0.181818182,0,0,0,0,0,0,0,0.121213636,0,10.76086957,9.456521739,5.97826087,4.782608696,0.543478261,0.326086957,3.794021739,0.001429255,3.522934783,0.001327133,1.30326087,0.000490954,12.43551285,33.4165,0,0,12.43551285,33.4165,8.2903419,0,0.136363636,0,0.863636364,0,0.477272727,0.548863636,0.625,0.036363636,0.559090909,0.194318182,0.311363636,1.026136364,0.661363636,1.651136364,1.6875,0.753409091,2.210227273,2.440909091,1,1,1,1,1,0,1.088540525,126.4977403,0.516413043,0.516413043,0.236250236,-0.134107951,1.243722392,-0.134107951,3.80952381,1.904761905,17.14285714,4.761904762,27.61904762,0,0,0,0,0,0,44.76190476,3.80952381,0,0,10.47619048,0,61.9047619,89.52380952,0,0,32.38095238,79.36363636,71.96969697,"WADEABLE",1819,0.516413043,-1.58721008,8.2903419,94.28571428,0.753409091,0.001327133,3.522934783,NA,NA,NA,NA,NA,NA,1,1,0.232559032,0.767440968,0.915549142,0.310818595,0.209299215,0.168530721,0.271204187
"3/24/2021",2013216,"NRS18_WI_10263","8/9/2018","1","WI",44.87823686,-88.6715616,"PLNLOW","UMW",577536.7555,847662.2216,"NRS_WI-10221",261.97,1,"Oshkosh Creek","Region_05","WI",2018,9031331,"WADEABLE","",7.902272727,7.65,NA,NA,0.451509158,-0.881896461,0.634135556,-1.064522859,0.55983947,-0.990226773,89.83957219,92.78074866,NA,NA,"UNC_BROAD","NOCONST","SINGLE",0,0,100,0,0,0,100,3.90952381,0.71687151,4.3,0.2,0.288888889,0.105409255,10.27714853,0.87645,18.73723423,0.247177855,8.82085393,22.02,5.49743742,22.02,5.49743742,0,0.004545455,0.068181818,0.031818182,0.086363636,0.188636364,0,0.018181818,0.022727273,0.334090909,0.045454545,0.420454545,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.125,44.375,10,6.875,0.625,0.625,4.97,0.01155814,2.795,0.0065,1.563125,0.003635174,7.45830716,23.66,0,0,7.45830716,23.66,6.177587748,0.045454545,0.045454545,0,0.909090909,0,0.104545455,0.219318182,0.570454545,0.265909091,0.529545455,0.464772727,0.089772727,0.323863636,0.836363636,0.894318182,1.160227273,0.994318182,1.423863636,2.154545455,1,1,1,1,1,0,1.345380135,49.54854143,0.1875,0.1875,0.33165759,-0.430387303,0.608319748,-0.430387303,0,0,6.730769231,0,11.53846154,0,0,0,0,0,0,77.88461538,0,3.846153846,0,0,0,84.61538462,96.15384615,3.846153846,0,11.53846154,88.72727273,84.84848485,"WADEABLE",1819,0.1875,-0.990226773,6.177587748,96.15384615,0.994318182,0.0065,2.795,NA,NA,NA,NA,NA,NA,0.740738636,0.935026738,0,1,0.884768548,0.249656559,0.280544403,0.183365429,0.282021627
"3/24/2021",2013217,"NRS18_UT_10435","8/7/2018","1","UT",40.53997749,-109.0681634,"WMTNS","XER",-1094088.054,416028.7267,"NRS_UT-10388",1526.73,8,"Green River","Region_08","UT",2018,1370120,"BOATABLE","None",NA,NA,NA,NA,1.518776529,0.721506561,1.408574224,0.831708867,1.633686431,0.60659666,NA,14.57219251,0.454545455,0,"CON_VSHAPED","HILLSLOPE","SINGLE",90,0,47.52475248,0,0,43.56435644,56.43564356,76.63636364,27.81464624,83.45454545,0.445454545,0.981818182,0.08738629,44.20806246,140.59,55.93540627,83.08815198,43.24840949,2.265217391,1.308084312,226.5217391,130.8084312,0.018181818,0.045454545,0.027272727,0,0.036363636,0.027272727,0,0.013636364,0,0.113636364,0.059090909,0.168181818,11.88118812,2500.239482,0,0.1894,0.1894,0,0,0,0,0.1894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2277693,4.201843415,8,5,122.77693,420.1843415,95.31223701,0.136363636,0.227272727,0,0.5,0.136363636,0.022727273,0.197727273,0.226136364,0.103409091,0.104545455,0.176136364,0.219318182,0.220454545,0.329545455,0.446590909,0.55,0.280681818,0.551136364,0.830681818,0.863636364,0.954545455,0.954545455,0.863636364,0.863636364,0,NA,NA,0.212802179,NA,0.212802179,2.240283091,0.467216414,NA,19.8019802,66.33663366,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,4.95049505,NA,NA,"BOATABLE",1819,0.212802179,0.60659666,95.31223701,4.95049505,0.280681819,0,0,0,18.18181818,45.45454545,45.45454545,13.63636364,31.81818182,0.348011364,0.231149733,0.159239953,0.840760047,0.407429961,0.577465243,0.420764194,0.362943189,0.590996173
"3/24/2021",2013218,"NRS18_TX_10036","8/9/2018","1","TX",30.36434549,-94.26185268,"PLNLOW","CPL",166778.3451,-795438.0368,"NRS_TX-10286",9.01,5,"Village Creek","Region_06","TX",2018,1166435,"BOATABLE","vst",NA,NA,NA,NA,0.450909825,-0.911319202,0.678794932,-1.139204309,1.038648749,-1.499058126,NA,66.17647059,0.736363636,0,"CON_BROAD","HILLSLOPE","SINGLE",100,0,100,0,0,0,100,26.12727273,6.956592687,35.81818182,1.781818182,2.931818182,0.610029806,11.00644336,45.3665,16.97700475,28.14924787,6.298857637,1.6545,0.75294355,165.45,75.29435503,0,0,0.290909091,0.009090909,0.009090909,0,0,0,0.022727273,0.322727273,0.022727273,0.331818182,0,984.9987108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.272727273,1.818181818,0,0,0,0,1.903636364,0.001903636,0,0,0,0,0.720972077,2.866949908,4,3,72.0972077,286.6949908,63.64161934,0,0,0,0.954545455,0.045454545,0.138636364,0.089772727,0.109090909,0.195454545,0.043181818,0.052272727,0.515909091,0.228409091,0.304545455,0.3375,0.532954545,0.095454545,0.380681818,0.628409091,0.954545455,0.954545455,0.681818182,0.909090909,0.818181818,0,NA,NA,0.024920255,NA,0.024920255,-0.460409377,0,NA,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,100,NA,NA,0,0,NA,NA,"BOATABLE",1819,0.024920255,-1.499058126,63.64161934,100,0.095454545,0.001903636,4.75909091,0,9.090909091,100,100,4.545454546,100,0.271306818,0.695588235,0,1,0.57359362,0.455088274,0.384657717,0.266257897,0.620485333
"3/24/2021",2013219,"NRS18_ID_10042","8/9/2018","1","ID",43.30879159,-116.5772537,"WMTNS","XER",-1648190.777,829542.3666,"NRS_ID-10397",689.62,7,"Snake River","Region_10","ID",2018,23300436,"BOATABLE","stp",NA,NA,NA,NA,1.083323271,-0.196594719,1.115565704,-0.228837152,1.50714068,-0.620412128,NA,44.9197861,18.18181818,0,"CON_BROAD","TERRACE","SINGLE",100,0,80,0,0,20,80,157.1454545,42.46559463,158.3636364,0.313636364,2.7,1.600624878,47.05313314,464.67,51.63,132.1880819,14.68756466,2.94,0.295419578,294,29.54195784,0.031818182,0.256818182,0,0.136363636,0.265909091,0.345454545,0,0,0.004545455,0.743181818,0.261363636,1.040909091,0,4044.285235,0.439413636,0.984890909,1.424304545,0.242436364,0,0,0,0.181827273,0.227281818,0.060609091,0.136363636,0.363654545,0.212131818,0,0.454545455,0.454545455,0,0,0,0,0.475909091,0.000475909,0,0,0,0,0.744454722,1.447924947,1,1,74.4454722,144.7924947,8.610965412,0,0,0.681818182,0.181818182,0.136363636,0.144318182,0.273863636,0.275,0.370454545,0.260227273,0.368181818,0.148863636,0.418181818,0.645454545,0.693181818,1.063636364,0.628409091,0.953409091,1.692045455,0.863636364,0.954545455,0.818181818,0.863636364,0.863636364,0,NA,NA,0.060156889,NA,0.060156889,0.886728552,1.458974535,NA,18,23,1,NA,NA,NA,0,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,49,NA,NA,0,10,NA,NA,"BOATABLE",1819,0.060156889,-0.620412128,8.610965412,59,0.628409091,0.000475909,0.951818182,0,0,81.81818182,81.81818182,9.09090909,50,0.529034091,0.504278075,0.58751057,0.41248943,0.479205937,0.10048285,0.029288998,0.270231136,0.284477332
"3/24/2021",2013220,"NRS18_FL_10012","8/9/2018","1","FL",26.17973048,-81.67099279,"PLNLOW","CPL",1439215.714,-1150607.37,"NRS_FL-10185",0.86,0,"None","Region_04","FL",2018,16766866,"BOATABLE","stp",NA,NA,NA,NA,-1.912637279,1.452227902,-1.755340695,1.294931318,-1.666179975,1.205770598,NA,23.52941176,1.590909091,0,"CON_VSHAPED","HUMAN","SINGLE",100,0,100,0,0,0,100,30.95,0.999749969,34.06363636,1.169090909,1.169090909,0.103291292,11.31879099,57.5651376,16.9516763,9.486017268,2.762597876,1.785139459,0.293064314,178.5139459,29.30643137,0,0.231818182,0.063636364,0.027272727,0,0.004545455,0.022727273,0.004545455,0,0.331818182,0.259090909,0.354545455,0,1414.618435,0.045454545,1.636404545,1.681859091,0.318195455,0.257577273,0,0,0.212131818,0.045454545,0.121218182,0,0.166672727,0,0.560609091,8.636363636,2.272727273,1.818181818,0.454545455,0,0,3.225909091,0.003225909,1.322272727,0.001322273,0,0,0.414467646,1.079877221,3,2,41.4467646,107.9877221,38.34791333,0.636363636,0.045454545,0,0.318181818,0,0.018181818,0.418181818,0.231818182,0.403409091,0.28452381,0.485227273,0.153409091,0.436363636,0.635227273,0.668181818,1.071590909,0.756818182,0.939772727,1.828409091,1,1,0.909090909,1,1,0,NA,NA,1e-04,NA,0,-0.460409377,0,NA,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,100,NA,NA,0,0,NA,NA,"BOATABLE",1819,1e-04,1.205770598,38.34791333,100,0.769751083,0.003225909,24.13545454,0,0,100,100,0,100,0.522897727,0.311764706,0.627124332,0.372875668,0.393190107,0.164168862,0.214817465,0.032302099,0.164787537
